@relation cleanCSV

@attribute Project string
@attribute Version string
@attribute Class string
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute avg(cc) numeric
@attribute bugs numeric

@data
camel,1.4,org.apache.camel.component.file.FileExchange,5,2,0,14,9,0,9,6,5,0,41,1,0,0.926829,0.44,1,1,7,0.6,0
camel,1.4,org.apache.camel.component.jms.DefaultQueueBrowseStrategy$1,2,1,0,4,9,0,1,4,1,0.5,39,0,2,0,0.6,0,0,17.5,0.5,0
camel,1.4,org.apache.camel.component.xquery.XQueryBuilder$1,4,2,0,5,8,4,1,5,2,0.666667,27,0,0,0.943396,0.5625,1,2,5.5,0.75,0
camel,1.4,org.apache.camel.component.file.remote.SftpEndpoint$1,7,1,0,3,10,19,1,3,6,0.833333,28,0,1,0,0.571429,0,0,2.857143,0.857143,0
camel,1.4,org.apache.camel.component.seda.QueueComponent,2,4,0,3,5,0,0,3,1,0,13,1,0,1,1,0,0,5,0,1
camel,1.4,org.apache.camel.language.groovy.CamelGroovyMethods,4,1,0,7,8,6,0,7,3,2,22,0,0,0,0.375,0,0,4.5,0.75,0
camel,1.4,org.apache.camel.model.OtherwiseType,5,4,0,8,12,10,3,5,5,2,28,0,0,0.974522,0.6,1,1,4.6,0.8,0
camel,1.4,org.apache.camel.component.uface.UFaceBrowser$1,2,2,0,5,5,0,1,5,1,0,22,0,1,0.833333,0.625,0,0,9.5,1,0
camel,1.4,org.apache.camel.component.jpa.DefaultTransactionStrategy,6,2,0,4,15,7,0,4,4,0.3,71,1,0,0.764706,0.375,1,1,10.5,1,0
camel,1.4,org.apache.camel.processor.loadbalancer.StickyLoadBalancer,10,4,0,6,27,5,1,5,8,0.527778,168,1,2,0.740741,0.25,2,2,15.4,1.1,0
camel,1.4,org.apache.camel.component.jdbc.JdbcEndpoint,8,2,0,8,15,4,2,8,7,0.619048,79,1,0,0.793103,0.325,0,0,8.5,0.875,0
camel,1.4,org.apache.camel.management.InstrumentationErrorHandlerWrappingStrategy,2,1,0,6,6,0,1,5,2,0,22,1,0,0,0.6,0,0,9.5,0.5,0
camel,1.4,org.apache.camel.component.xmpp.XmppBinding,4,1,0,8,18,6,5,4,3,2,62,0,0,0,0.458333,0,0,14.5,1.25,0
camel,1.4,org.apache.camel.component.atom.AtomUtils,3,1,0,6,9,3,2,4,2,2,19,0,0,0,0.333333,0,0,5.333334,0.666667,0
camel,1.4,org.apache.camel.bam.processor.JpaBamProcessorSupport,21,2,1,15,52,142,1,14,12,0.828571,292,1,1,0.333333,0.2,1,2,12.571428,1,0
camel,1.4,org.apache.camel.model.CatchType,15,3,0,6,32,61,1,5,14,0.595238,168,1,0,0.925926,0.366667,1,2,10,0.933333,1
camel,1.4,org.apache.camel.spi.Provider,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.spring.spi.SpringConverters,9,1,0,6,20,36,0,6,8,2,49,0,0,0,0.142857,0,0,4.444445,0.888889,0
camel,1.4,org.apache.camel.builder.ErrorHandlerBuilder,3,1,0,19,3,3,17,3,3,2,3,0,0,0,0.5,0,0,0,1,1
camel,1.4,org.apache.camel.component.cxf.AsyncProcessorDecorator,4,1,0,9,12,2,3,7,3,0.666667,52,1,3,0,0.4,0,0,11.25,0.75,0
camel,1.4,org.apache.camel.component.spring.integration.adapter.AbstractCamelAdapter,7,1,2,4,8,11,2,2,7,0.777778,37,1,1,0,0.357143,0,0,3.857143,0.857143,0
camel,1.4,org.apache.camel.management.ManagedRoute,6,3,0,5,11,7,2,3,5,0.866667,46,0.666667,1,0.761905,0.583333,0,0,6.166666,1,0
camel,1.4,org.apache.camel.component.jpa.Callback,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.component.file.remote.RemoteFileConverter,4,1,0,0,8,6,0,0,3,2,19,0,0,0,0.5,0,0,3.75,0.75,0
camel,1.4,org.apache.camel.component.cxf.transport.CamelConstants,1,1,0,0,2,0,0,0,0,2,23,0,0,0,1,0,0,3,0,0
camel,1.4,org.apache.camel.component.event.EventEndpoint,15,2,0,20,30,97,5,19,13,0.785714,120,1,1,0.638889,0.192593,0,0,6.866667,1,0
camel,1.4,org.apache.camel.component.jms.JmsConsumer,6,3,0,7,17,0,1,7,3,0.5,62,1,1,0.814815,0.458333,1,1,9,0.833333,0
camel,1.4,org.apache.camel.processor.MulticastProcessor$2,2,1,0,4,8,1,1,4,1,1,23,0,1,0,0.625,0,0,10,0.5,0
camel,1.4,org.apache.camel.component.jetty.JettyHttpProducer$1,2,1,0,3,4,0,2,2,1,0.5,17,0,1,0,0.625,0,0,6.5,0.5,0
camel,1.4,org.apache.camel.component.cxf.CxfProducer,9,3,0,35,101,8,1,35,3,0.59375,571,0.75,2,0.740741,0.234375,1,1,62,1.777778,0
camel,1.4,org.apache.camel.component.jhc.JhcProducer$EventLogger,6,1,0,5,16,15,1,5,5,2,81,0,0,0,0.541667,0,0,12.5,1.666667,0
camel,1.4,org.apache.camel.Message,22,1,0,163,22,231,163,1,22,2,22,0,0,0,0.25974,0,0,0,1,0
camel,1.4,org.apache.camel.component.uface.UFaceBrowser$2,2,0,0,4,5,1,1,4,1,1,18,0,1,0,0.666667,0,0,7.5,0.5,0
camel,1.4,org.apache.camel.EndpointInject,2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.Header,1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.component.jms.requestor.FutureHandler$1,3,1,0,1,3,3,1,0,2,2,11,0,0,0,1,0,0,2.666667,0.666667,0
camel,1.4,org.apache.camel.bam.model.ProcessDefinition,7,2,0,11,21,17,6,5,6,0.666667,90,1,0,0.375,0.375,0,0,11.571428,1,0
camel,1.4,org.apache.camel.component.jms.DestinationEndpoint,1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.component.jms.requestor.Requestor$1,2,1,0,2,7,0,1,2,1,0,46,0,1,0,0.6,0,0,21.5,0.5,0
camel,1.4,org.apache.camel.component.xquery.XQueryComponent,3,4,0,8,15,3,0,8,1,2,49,0,0,0.948718,0.666667,2,2,15.333333,0.666667,0
camel,1.4,org.apache.camel.builder.ConstantProcessorBuilder,2,1,0,3,3,0,1,2,2,0,12,1,1,0,0.75,0,0,4.5,0.5,0
camel,1.4,org.apache.camel.component.jpa.QueryBuilder$ParameterBuilder,2,1,2,3,3,1,3,0,1,2,5,0,0,0,0.666667,0,0,1.5,0.5,0
camel,1.4,org.apache.camel.component.xquery.XQueryLanguage,3,1,0,4,5,3,0,4,3,2,12,0,0,0,0.833333,0,0,3,0.666667,0
camel,1.4,org.apache.camel.component.http.HttpExchange,6,2,0,11,10,9,7,6,5,0.733333,48,1,1,0.904762,0.366667,0,0,6.5,0.666667,0
camel,1.4,org.apache.camel.scala.dsl.languages.JXPath$RichJXPathExchange,6,1,0,8,13,9,2,7,6,0.666667,50,0.666667,3,0,0.375,0,0,6.833334,0.833333,0
camel,1.4,org.apache.camel.component.mail.MailConfiguration$1,2,0,0,1,6,0,1,1,0,0,19,0,1,0,0.75,0,0,8,0.5,0
camel,1.4,org.apache.camel.converter.CamelConverter,3,1,0,5,6,3,2,5,3,2,18,0,0,0,0.555556,0,0,5,0.666667,0
camel,1.4,org.apache.camel.scala.dsl.SRouteType$$anonfun$$eq$eq$greater$1,6,1,0,7,12,3,1,7,6,0.5,54,0.5,1,0,0.444444,0,0,7.666666,0.833333,0
camel,1.4,org.apache.camel.bam.rules.ActivityRules,13,2,0,16,27,36,9,11,10,0.880952,119,1,3,0.541667,0.185185,1,1,7.615385,0.923077,0
camel,1.4,org.apache.camel.component.http.HttpConverter,4,1,0,1,8,6,0,1,4,2,36,0,0,0,0.875,0,0,8,1,0
camel,1.4,org.apache.camel.dataformat.xstream.XStreamDataFormat,10,1,0,9,20,41,0,9,7,0.666667,96,1,1,0,0.314286,0,0,8.4,1.1,0
camel,1.4,org.apache.camel.TypeConverter,1,1,0,30,1,0,30,0,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.component.validator.ValidatorComponent,3,4,0,8,15,3,0,8,1,2,52,0,0,0.948718,0.666667,2,2,16.333334,0.666667,0
camel,1.4,org.apache.camel.model.FilterType,7,4,0,11,16,21,4,7,7,2,45,0,0,0.975309,0.392857,3,4,5.428571,0.571429,1
camel,1.4,org.apache.camel.language.ognl.OgnlLanguage,3,1,0,4,5,3,1,4,3,2,20,0,0,0,0.833333,0,0,5.666666,0.666667,0
camel,1.4,org.apache.camel.component.dataset.DataSetConsumer,5,3,0,10,24,0,2,10,1,0.5,119,1,2,0.88,0.4375,1,1,22.2,1,0
camel,1.4,org.apache.camel.component.cxf.interceptors.PayloadContentRedirectInterceptor,2,0,0,5,10,1,1,4,2,2,58,0,0,0,0.75,0,0,28,0.5,0
camel,1.4,org.apache.camel.processor.validation.NoXmlBodyValidationException,1,6,0,3,6,0,1,2,1,2,13,0,0,1,1,0,0,12,0,0
camel,1.4,org.apache.camel.ExchangePattern,9,2,0,59,23,32,58,2,7,0.975,242,0.2,9,0.631579,0.375,1,1,24.777779,1.888889,0
camel,1.4,org.apache.camel.component.validator.jing.JingValidator,15,1,0,22,47,81,2,20,14,0.867347,218,1,0,0,0.1875,0,0,13.066667,0.933333,0
camel,1.4,org.apache.camel.component.velocity.VelocityEndpoint,8,6,0,13,37,18,1,13,6,0.619048,161,1,1,0.851064,0.25,0,0,18.75,0.875,0
camel,1.4,org.apache.camel.language.groovy.GroovyLanguage,7,1,0,5,9,21,0,5,6,2,44,0,0,0,0.857143,0,0,5.285714,0.857143,0
camel,1.4,org.apache.camel.builder.ExpressionBuilder$21,3,1,0,3,12,0,1,3,2,0.166667,53,0,1,0,0.466667,0,0,15.666667,1,0
camel,1.4,org.apache.camel.processor.resequencer.ElementComparator,7,1,0,3,12,9,1,2,7,0,59,1,1,0,0.5,0,0,7.285714,0.857143,0
camel,1.4,org.apache.camel.processor.idempotent.MemoryMessageIdRepository,5,1,0,2,10,8,0,2,5,0.5,57,1,0,0,0.3,0,0,10.2,1,0
camel,1.4,org.apache.camel.scala.dsl.SChoiceType,23,1,0,24,41,247,11,23,23,0.893939,127,1,3,0,0.178744,0,0,4.391305,0.956522,0
camel,1.4,org.apache.camel.component.jhc.JhcComponent,5,3,0,7,16,4,1,7,3,0.75,61,1,0,0.918919,0.4375,1,1,10.8,0.6,0
camel,1.4,org.apache.camel.impl.ProcessorEndpoint$1,2,3,0,4,4,0,1,4,1,0,15,0,1,0.952381,0.625,0,0,6,0.5,0
camel,1.4,org.apache.camel.language.ognl.OGNL,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.spring.CamelServiceExporterType,1,2,0,1,2,0,0,1,1,2,7,1,0,1,1,0,0,3,0,0
camel,1.4,org.apache.camel.processor.resequencer.DefaultExchangeComparator,11,1,0,4,20,43,1,3,10,0.1,124,1,1,0,0.363636,0,0,10.181818,1.272727,0
camel,1.4,org.apache.camel.processor.interceptor.StreamCachingInterceptor$1,2,1,0,4,7,0,1,4,1,0,25,0,1,0,0.666667,0,0,11,0.5,0
camel,1.4,org.apache.camel.builder.ExpressionBuilder$20,3,1,0,3,12,0,1,3,2,0,47,0,1,0,0.5,0,0,14,1,0
camel,1.4,org.apache.camel.component.jpa.JpaTemplateTransactionStrategy,7,2,0,10,15,17,2,9,4,0.666667,61,1,0,0.684211,0.261905,1,1,7.428571,0.857143,0
camel,1.4,org.apache.camel.processor.ThreadProcessor,28,1,0,8,44,300,3,7,27,0.910494,248,1,0,0,0.136364,0,0,7.428571,1.142857,0
camel,1.4,org.apache.camel.builder.script.ScriptLanguage,3,1,0,5,5,0,1,4,3,0,24,1,0,0,1,0,0,6.666666,0.666667,0
camel,1.4,org.apache.camel.processor.RedeliveryPolicy,31,1,0,10,49,379,8,2,29,0.855556,328,1,0,0,0.3,0,0,9.290322,1.354839,4
camel,1.4,org.apache.camel.component.file.strategy.FileProcessStrategySupport,10,1,3,12,29,21,3,9,6,0.722222,151,0.75,1,0,0.37037,0,0,13.7,0.6,2
camel,1.4,org.apache.camel.component.mina.MinaEndpoint,15,2,0,20,21,89,6,18,15,0.944444,123,1,0,0.621622,0.138095,1,1,6.6,0.933333,0
camel,1.4,org.apache.camel.builder.ExpressionBuilder$18,3,1,0,5,13,0,1,4,2,0,45,0,1,0,0.5,0,0,13.333333,0.666667,0
camel,1.4,org.apache.camel.component.jpa.QueryBuilder$3,3,2,0,1,9,0,1,1,1,0,28,0,0,0.846154,0.555556,1,2,8,0.666667,0
camel,1.4,org.apache.camel.component.quartz.QuartzComponent,15,3,0,14,46,93,1,14,8,0.821429,217,1,0,0.73913,0.261905,2,3,13.2,0.866667,0
camel,1.4,org.apache.camel.spring.Main$1,2,2,0,2,5,0,1,2,0,0,20,0,1,0.833333,0.75,1,1,8.5,0.5,0
camel,1.4,org.apache.camel.impl.converter.ArrayTypeConverter,2,1,0,2,19,1,1,1,2,2,121,0,0,0,0.666667,0,0,59.5,6.5,0
camel,1.4,org.apache.camel.builder.PredicateBuilder$3,4,2,0,4,10,0,1,3,3,0,51,0,2,0.5,0.4375,1,2,11.25,1.25,0
camel,1.4,org.apache.camel.component.bean.XPathAnnotationExpressionFactory,2,2,0,7,9,1,0,7,2,2,48,0,0,0.666667,0.6,1,1,23,2,0
camel,1.4,org.apache.camel.component.mail.MailMessage,18,3,0,8,43,63,1,8,14,0.411765,260,1,0,0.686275,0.277778,2,7,13.388889,1.333333,0
camel,1.4,org.apache.camel.component.jhc.BufferingHttpServiceHandler,12,0,1,40,73,28,1,39,9,2,566,0,0,0,0.256944,0,0,46.166668,2.083333,0
camel,1.4,org.apache.camel.component.jms.MessageListenerProcessor,2,1,0,5,6,0,0,5,2,0,30,1,2,0,0.625,0,0,13,0.5,0
camel,1.4,org.apache.camel.bam.processor.ProcessContext,14,1,0,6,18,61,2,5,14,0.830769,81,1,5,0,0.297619,0,0,4.428571,0.928571,0
camel,1.4,org.apache.camel.converter.jaxb.MessageType,9,1,0,6,34,10,1,5,8,0.5,185,0.666667,0,0,0.333333,0,0,19.222221,1.888889,0
camel,1.4,org.apache.camel.component.sql.SqlEndpoint,5,2,0,9,11,4,2,8,5,0.5,53,1,0,0.884615,0.342857,0,0,9.2,0.6,0
camel,1.4,org.apache.camel.view.RouteDotGenerator,8,2,0,8,31,28,1,7,1,2,394,0,0,0.588235,0.347222,1,1,48.25,3.125,1
camel,1.4,org.apache.camel.component.file.remote.RemoteFileProducer,4,3,2,7,14,6,2,5,0,2,61,0,0,0.869565,0.4375,0,0,14.25,1.75,0
camel,1.4,org.apache.camel.processor.RoutingSlip,13,2,0,14,44,54,1,13,4,0.708333,223,1,1,0.565217,0.305556,1,1,15.846154,1.153846,2
camel,1.4,org.apache.camel.component.cxf.util.DataInInterceptor,3,0,0,8,11,1,1,7,2,0.5,41,1,0,0,0.75,0,0,12.333333,0.333333,0
camel,1.4,org.apache.camel.processor.validation.ValidatorErrorHandler,2,1,0,4,2,1,2,2,2,2,2,0,0,0,0.625,0,0,0,1,0
camel,1.4,org.apache.camel.component.cxf.util.Dummy,1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0
camel,1.4,org.apache.camel.component.mock.AssertionClause$PredicateValueBuilder,2,2,0,4,4,0,1,4,1,0,16,0,1,0.961538,0.625,1,3,6.5,0.5,0
camel,1.4,org.apache.camel.component.jms.DefaultQueueBrowseStrategy,2,1,0,5,5,1,1,5,2,2,15,0,0,0,0.625,0,0,6.5,0.5,0
camel,1.4,org.apache.camel.builder.ProcessorBuilder$2,3,1,0,5,11,0,1,4,2,0,32,0,1,0,0.555556,0,0,9.333333,0.666667,0
camel,1.4,org.apache.camel.component.atom.AtomComponent,2,3,0,3,4,1,1,3,1,2,12,0,0,0.971429,0.666667,1,1,5,0.5,0
camel,1.4,org.apache.camel.impl.DefaultProducer,8,2,27,32,16,0,27,5,6,0.285714,47,1,1,0.65,0.34375,1,1,4.75,0.875,0
camel,1.4,org.apache.camel.language.NamespacePrefix,2,1,0,4,2,1,4,0,2,2,2,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.builder.PredicateBuilder,17,1,0,21,34,136,4,17,16,2,138,0,0,0,0.196078,0,0,7.117647,0.941176,0
camel,1.4,org.apache.camel.builder.PredicateBuilder$5,3,2,0,5,5,3,1,4,0,2,14,0,0,0.8,0.5,1,3,3.666667,0.666667,0
camel,1.4,org.apache.camel.language.ognl.RootObject,13,1,0,4,23,0,1,3,13,0,70,1,1,0,0.326923,0,0,4.307692,0.923077,0
camel,1.4,org.apache.camel.builder.script.ScriptLanguageResolver,2,1,0,4,4,1,0,4,2,2,10,0,0,0,0.666667,0,0,4,0.5,0
camel,1.4,org.apache.camel.component.spring.integration.adapter.CamelSourceAdapter,13,2,0,18,42,26,1,18,9,0.738095,183,1,2,0.333333,0.230769,0,0,12.538462,1.307692,0
camel,1.4,org.apache.camel.impl.StringDataFormat,3,1,0,5,11,0,1,4,3,0,53,1,0,0,0.5,0,0,16.333334,0.666667,0
camel,1.4,org.apache.camel.component.cxf.DataFormat,5,2,0,6,9,6,5,1,3,0.9,75,0.2,5,0.8,0.416667,1,1,13,0.6,0
camel,1.4,org.apache.camel.impl.ServiceSupport,14,1,31,35,28,49,33,2,7,0.807692,200,1,0,0,0.380952,0,0,12.857142,1.214286,1
camel,1.4,org.apache.camel.management.DefaultInstrumentationAgent,24,2,0,10,83,132,3,8,14,0.882353,596,0.705882,0,0.371429,0.193237,1,1,23.125,1.416667,0
camel,1.4,org.apache.camel.component.jms.requestor.FailedToProcessResponse,2,5,0,3,7,0,2,1,2,0,25,1,0,0.944444,0.666667,0,0,11,0.5,0
camel,1.4,org.apache.camel.model.RoutingSlipType,11,3,0,5,16,51,2,4,11,0.85,77,0.5,0,0.949367,0.484849,1,2,5.636363,0.727273,0
camel,1.4,org.apache.camel.scala.dsl.SLoadBalanceType,24,1,0,22,42,270,11,21,24,0.913044,125,1,3,0,0.175926,0,0,4.083334,0.958333,0
camel,1.4,org.apache.camel.spring.remoting.SendBeforeInterceptor,7,1,0,11,19,9,0,11,7,0.791667,75,1,3,0,0.357143,0,0,9.142858,0.857143,0
camel,1.4,org.apache.camel.component.cxf.transport.CamelConduit$CamelOutputStream$1,2,1,0,9,14,0,1,9,1,0,44,0,1,0,0.666667,0,0,20.5,0.5,0
camel,1.4,org.apache.camel.processor.MulticastProcessor$ProcessCall,4,1,0,5,11,0,2,4,2,0.5,61,0.75,4,0,0.333333,0,0,13.25,1,0
camel,1.4,org.apache.camel.language.juel.JuelExpression,12,2,0,6,24,56,2,5,7,0.75,145,1,0,0.3125,0.260417,1,2,10.75,1.083333,0
camel,1.4,org.apache.camel.component.log.LogFormatter,20,1,0,5,37,132,1,4,18,0.881579,341,1,0,0,0.3875,0,0,15.65,2.5,2
camel,1.4,org.apache.camel.model.ThrottlerType,13,3,0,6,24,28,3,4,13,0.555556,123,1,0,0.931677,0.292308,1,2,8.230769,0.846154,0
camel,1.4,org.apache.camel.model.ResequencerType$1,2,2,0,6,9,0,1,6,1,0.5,33,0,2,0.9,0.6,0,0,14.5,0.5,0
camel,1.4,org.apache.camel.util.AsyncProcessorHelper,2,1,0,12,7,1,8,4,1,2,23,0,0,0,0.5,0,0,10.5,0.5,0
camel,1.4,org.apache.camel.CamelContext,25,1,0,149,25,300,141,12,25,2,25,0,0,0,0.18,0,0,0,1,6
camel,1.4,org.apache.camel.builder.PredicateBuilder$12,5,2,0,4,14,0,1,3,3,0.125,63,0,1,0.428571,0.4,1,3,11.2,0.8,0
camel,1.4,org.apache.camel.component.bean.ConstantBeanHolder,7,1,0,9,14,11,3,6,7,0.444444,61,1,2,0,0.4,0,0,7.285714,0.571429,0
camel,1.4,org.apache.camel.spring.handler.ScriptDefinitionParser,2,2,0,5,10,0,1,4,1,0,42,1,0,0.875,0.6,0,0,19.5,1.5,0
camel,1.4,org.apache.camel.spring.remoting.CamelProxyFactoryBean,11,0,0,6,22,41,0,6,11,0.833333,99,1,2,0,0.393939,0,0,7.727272,1.272727,0
camel,1.4,org.apache.camel.component.list.ListEndpoint,13,2,1,15,25,28,3,13,11,0.611111,120,1,1,0.69697,0.241758,0,0,8,0.769231,0
camel,1.4,org.apache.camel.component.cxf.invoker.CxfClient,6,0,0,20,55,7,2,18,3,0.6,323,0.5,0,0,0.457143,0,0,52.5,1.666667,0
camel,1.4,org.apache.camel.model.FromType,15,2,0,13,22,73,10,4,14,0.666667,129,1,1,0.478261,0.366667,1,1,7.4,1.2,0
camel,1.4,org.apache.camel.spring.Main$3,2,3,0,2,4,0,1,2,0,0,19,0,1,0.875,0.75,1,1,8,0.5,0
camel,1.4,org.apache.camel.builder.xml.DomResultHandler,3,1,0,3,7,0,1,2,3,0,21,1,0,0,0.666667,0,0,5.666666,0.666667,0
camel,1.4,org.apache.camel.scala.Preamble,2,1,0,6,2,1,2,4,2,2,2,0,0,0,0.666667,0,0,0,1,0
camel,1.4,org.apache.camel.component.irc.IrcConfiguration,41,1,0,6,54,516,5,1,41,0.875,507,0,0,0,0.297561,0,0,10.95122,0.926829,0
camel,1.4,org.apache.camel.scala.dsl.SProcessorType,22,1,0,21,40,225,11,20,22,0.936508,114,1,3,0,0.181818,0,0,4.045454,0.954545,0
camel,1.4,org.apache.camel.component.bean.AmbiguousMethodCallException,2,5,0,3,7,0,1,2,2,0,21,1,0,0.95,0.666667,0,0,9,0.5,0
camel,1.4,org.apache.camel.component.dataset.DataSetEndpoint,23,3,0,18,60,191,4,16,18,0.850649,312,1,1,0.807692,0.20202,1,5,12.26087,0.913044,0
camel,1.4,org.apache.camel.processor.ErrorHandler,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
camel,1.4,org.apache.camel.component.uface.UFaceBrowser$3,2,0,0,4,6,1,1,4,1,1,17,0,1,0,0.666667,0,0,7,0.5,0
camel,1.4,org.apache.camel.spi.InstrumentationAgent,5,1,0,4,5,10,3,1,5,2,5,0,0,0,0.55,0,0,0,1,0
camel,1.4,org.apache.camel.component.jetty.JettyHttpProducer,3,3,0,18,37,1,2,18,3,0,157,1,0,0.909091,0.583333,0,0,50.666668,2,0
camel,1.4,org.apache.camel.processor.SendProcessor,8,2,0,14,26,0,3,11,5,0.642857,142,1,3,0.684211,0.392857,1,1,16.25,1,0
camel,1.4,org.apache.camel.osgi.OsgiComponentResolver$ComponentEntry,2,1,0,3,3,1,1,3,0,1.6,17,0,1,0,0.833333,0,0,5,0,0
camel,1.4,org.apache.camel.component.cxf.spring.NamespaceHandler,2,0,0,3,5,1,0,3,2,2,12,0,0,0,1,0,0,5,0.5,0
camel,1.4,org.apache.camel.component.jhc.JhcProducer$1,2,1,0,4,13,0,1,4,1,0,41,0,1,0,0.666667,0,0,18.5,0.5,0
camel,1.4,org.apache.camel.component.cxf.transport.CamelDestination,17,0,0,25,46,102,4,23,9,0.890625,229,0.5,4,0,0.173611,0,0,12,1.235294,0
camel,1.4,org.apache.camel.processor.idempotent.NoMessageIdException,3,5,0,4,8,0,1,3,3,0.5,32,1,2,0.894737,0.555556,0,0,9,0.666667,0
camel,1.4,org.apache.camel.spring.CamelBeanPostProcessor,18,1,0,29,59,119,4,28,6,0.705882,350,1,1,0,0.235294,0,0,18.277779,1.611111,0
camel,1.4,org.apache.camel.processor.ErrorHandlerSupport,6,2,2,12,19,5,5,7,4,0.4,89,1,1,0.722222,0.366667,0,0,13.5,1.166667,0
camel,1.4,org.apache.camel.component.irc.IrcExchange,19,2,0,9,20,159,4,7,15,0.666667,105,1,1,0.703704,0.233083,1,3,4.473684,0.842105,0
camel,1.4,org.apache.camel.impl.converter.AsyncProcessorTypeConverter$ProcessorToAsyncProcessorBridge,3,3,0,7,7,3,1,6,1,2,25,0,0,0.954545,0.533333,1,1,7.333334,0.333333,0
camel,1.4,org.apache.camel.component.atom.AtomEndpoint,16,4,0,17,29,72,7,14,16,0.813333,150,0.8,0,0.682927,0.21875,1,1,8.0625,0.8125,0
camel,1.4,org.apache.camel.component.jdbc.JdbcProducer,6,3,0,10,42,0,1,10,5,0.6,203,1,0,0.833333,0.4,0,0,32.333332,0.666667,0
camel,1.4,org.apache.camel.spring.spi.BeanInjector,2,0,0,3,6,1,0,3,2,2,14,0,0,0,0.666667,0,0,6,0.5,0
camel,1.4,org.apache.camel.spring.Main$7,2,2,0,2,4,0,1,2,0,0,17,0,1,0.833333,0.75,1,1,7,0.5,0
camel,1.4,org.apache.camel.component.ibatis.IBatisPollingConsumer,6,3,0,6,15,13,1,6,4,0.4,54,1,1,0.782609,0.444444,1,1,7.833334,0.833333,0
camel,1.4,org.apache.camel.component.cxf.interceptors.DOMOutInterceptor,4,0,0,10,17,2,1,9,3,0.666667,71,1,2,0,0.833333,0,0,16,0.5,0
camel,1.4,org.apache.camel.bam.processor.BamProcessorSupport,12,1,1,13,35,34,3,12,3,0.80303,217,1,1,0,0.261364,0,0,16.583334,1,0
camel,1.4,org.apache.camel.builder.ProcessorFactory,1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.processor.interceptor.Debugger,9,1,0,13,31,26,2,11,6,0.775,162,1,1,0,0.325,0,0,16.444445,1.444444,0
camel,1.4,org.apache.camel.processor.exceptionpolicy.DefaultExceptionPolicyStrategy,4,1,0,6,24,4,1,5,2,0.666667,121,1,0,0,0.4,0,0,29,2.25,2
camel,1.4,org.apache.camel.component.mail.MailComponent,9,3,0,5,20,16,1,5,7,0.25,87,1,1,0.85,0.311111,1,2,8.555555,0.666667,0
camel,1.4,org.apache.camel.component.jms.JmsBinding,20,1,0,20,85,178,9,13,13,0.881579,587,1,2,0,0.210526,0,0,28.15,1.7,0
camel,1.4,org.apache.camel.model.SetBodyType,5,4,0,7,14,10,1,6,5,2,34,0,0,0.981366,0.466667,2,4,5.8,0.6,1
camel,1.4,org.apache.camel.processor.exceptionpolicy.ExceptionPolicyStrategy,1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,0
camel,1.4,org.apache.camel.spring.spi.SpringInjector,6,1,0,4,10,0,1,3,6,0.6,46,1,0,0,0.333333,0,0,6.166666,0.833333,0
camel,1.4,org.apache.camel.scala.dsl.ScalaProcessor,4,1,0,6,7,4,1,5,4,0.333333,23,1,0,0,0.5,0,0,4.5,0.75,0
camel,1.4,org.apache.camel.model.RouteBuilderRef,6,2,0,6,13,3,1,5,6,0.2,58,1,0,0.333333,0.5,0,0,8.5,0.833333,0
camel,1.4,org.apache.camel.builder.BuilderSupport,31,1,1,16,59,437,1,15,28,0.855556,251,1,2,0,0.133995,0,0,7,1,3
camel,1.4,org.apache.camel.component.jms.JmsProducer$RequestorAffinity,4,2,0,2,7,4,1,1,2,0.866667,63,0.4,4,0.857143,0.444444,1,1,13.5,0.5,0
camel,1.4,org.apache.camel.converter.jaxp.DomConverter,4,1,0,0,14,6,0,0,1,2,79,0,0,0,0.375,0,0,18.75,2,0
camel,1.4,org.apache.camel.component.jhc.AsyncHttpRequestHandler,1,1,0,9,1,0,4,5,1,2,1,0,0,0,1,0,0,0,1,0
